CASE,CITATION,DATE,YEAR,DECADE,DECISION,DECISION2,EFFECT,STAT NAME,STAT CITE,PL #,S-DATE,TIME TO DECISION,CONGRESS,AREA1,AREA2,LNDMRK,LNDDTL,ATT GEN,CERT,REVERSD,CRS,GVT PRTY,DISSENT,H-CT,caseId.SCDB,JRC caseID,,
Legal Services Corporation v. Velazquez,531 U.S. 533,28/02/2001,2001,2000,2,1,struck down on face,Omnibus Consolidated Rescissions and Appropriations Act of 1996,110 Stat. 1321,104-134,26/04/1996,58,104,2,,0,0,1,1,0,1,1,4,0,2000.02800,2001.04,,
Bartinicki v. Vopper,532 U.S. 514,21/05/2001,2001,2000,1,1,struck down as applied,Omnibus Crime Control and Safe Streets Act of 1968,82 Stat. 211,90-351,19/06/1968,407,90,2,,1,0,1,1,0,1,0,3,1,2000.05200,2001.05,,
United States v. Hatter,532 U.S. 557,21/05/2001,2001,2000,1,1,struck down as applied,Social Security Amendments of 1983,97 Stat. 69,98-173,20/04/1983,217,98,6,,1,1,1,1,1,1,1,2,1,2000.05300,2001.06,,
Federal Election Commission v. Colorado Republican Federal Campaign Committee,533 U.lS. 431,25/06/2001,2001,2000,0,0,upheld,Federal Election Campaign Act Amendments of 1976,90 Stat. 486,94-283,11/05/1976,289,94,2,,0,0,1,1,1,0,1,4,1,2000.08200,2001.07,,
Immigration and Nationalization Service v. St. Cyr,533 U.S. 289,25/06/2001,2001,2000,1,1,struck down as applied,Antiterrorism and Effective Death Penalty Act of 1996,110 Stat. 1214,104-132,24/04/1996,62,104,1,6,0,0,1,1,0,0,1,4,0,2000.07800,2001.08,,
United States v. United Foods,533 U.S. 405,25/06/2001,2001,2000,2,1,struck down on face,"Food, Agriculture, Conservation, and Trade Act of 1990",104 Stat. 3854,101-624,28/11/1990,127,101,2,,1,0,1,1,0,1,1,3,1,2000.08100,2001.09,,
Tuan Anh Nguyen v. Immigration and Nationalization Service,533 U.S. 53,11/06/2001,2001,2000,0,0,upheld,Immigration and Nationality Act,66 Stat. 235,82-414,27/06/1952,588,82,3,,1,0,1,1,0,0,1,4,1,2000.07000,2001.10,,
Zadvydas v. Immigration and Nationalization Service,533 U.S. 678,28/06/2001,2001,2000,1,1,struck down as applied,Omnibus Consolidated Appropriations Act of 1997,110 Stat. 3009,104-208,30/09/1996,57,104,1,,1,1,1,1,0,0,1,3,0,2000.08700,2001.11,,
Dusenbery v. United States,534 U.S. 161,08/01/2002,2002,2000,0,0,upheld,Trade and Tariff Act of 1984,98 Stat. 2984,98-573,30/10/1984,207,98,1,,1,0,1,1,0,0,1,4,1,2001.01000,2002.01,,
Department of Housing and Urban Development v. Rucker,535 U.S. 125,26/03/2002,2002,2000,0,0,upheld,Anti-Drug Abuse Act of 1988,102 Stat. 4301,100-690,18/11/1988,160,100,1,,1,1,1,1,1,0,1,0,1,2001.03200,2002.02,,
Ashcroft v. Free Speech Coalition,535 U.S. 234,16/04/2002,2002,2000,2,1,struck down on face,Omnibus Consolidated Appropriations Act of 1997,110 Stat. 3009-26,104-208,30/09/1996,67,104,2,,0,0,1,1,0,1,1,3,0,2001.03800,2002.03,,
Tahoe-Sierra Preservation Council v. Tahoe Regional Planning Agency,535 U.S. 302,23/04/2002,2002,2000,0,0,upheld,Taho Regional Planning Compact,83 Stat. 360,91-148,18/12/1969,388,91,4,,0,0,1,1,0,0,0,3,1,2001.04000,2002.04,,
Thompson v. Western States Medical Center,535 U.S. 357,29/04/2002,2002,2000,2,1,struck down on face,Food and Drug Administration Modernization Act of 1997,111 Stat. 2328,105-115,21/11/1997,53,105,2,,1,0,1,1,0,1,1,4,0,2001.04100,2002.05,,
Ashcroft v. American Civil Liberties Union,535 U.S. 564,13/05/2002,2002,2000,0,0,upheld,Omnibus Consolidated and Emergency Supplemental Appropriations Act of 1999,112 Stat. 2681,105-277,21/10/1998,43,105,2,,1,1,1,1,0,0,1,1,0,2001.04600,2002.06,,
Federal Maritime Commission v. South Carolina State Ports Authority,535 U.S. 743,28/05/2002,2002,2000,1,1,struck down as applied,Shipping Act of 1984,98 Stat. 67,98-237,20/03/1984,218,98,5,,1,0,1,1,0,0,1,4,1,2001.05300,2002.07,,
Utah v. Evans,536 U.S. 452,20/06/2002,2002,2000,0,0,upheld,Census Act,68 Stat. 1012,83-740,31/08/1954,574,83,4,,0,0,1,0,0,0,1,4,0,2001.07400,2002.08,,
BE & K Construction Company v. National Labor Relations Board,536 U.S. 516,24/06/2002,2002,2000,1,1,struck down as applied,Taft-Hartley Act,61 Stat. 158,80-101,23/06/1947,660,80,2,,1,0,1,1,1,0,1,0,0,2001.07500,2002.09,,
Harris v. United States,536 U.S. 545,24/06/2002,2002,2000,0,0,upheld,Comprehensive Crime Control Act of 1984,98 Stat. 2028,98-473,12/10/1984,212,98,1,,1,0,1,1,0,0,1,4,1,2001.07600,2002.10,,
Pierce County v. Guillern,537 U.S. 129,14/01/2003,2003,2000,0,0,upheld,National Highway System Designation Act of 1995,109 Stat. 591,104-59,28/11/1995,86,104,5,,1,0,1,1,1,0,0,0,0,2002.01300,2003.01,,
Eldred v. Ashcroft,537 U.S. 186,15/01/2003,2003,2000,0,0,upheld,Sonny Bono Copyright Extension Act,112 Stat. 2827,105-298,27/10/1998,51,105,4,2,0,0,1,1,0,0,1,2,0,2002.01500,2003.02,,
Jinks v. Richland County,538 U.S. 456,22/04/2003,2003,2000,0,0,upheld,Judicial Improvements Act of 1990,104 Stat. 5113,101-650,01/12/1990,148,101,5,,1,0,1,1,1,0,0,0,1,2002.04300,2003.03,,
Demore v. Hyung Joon Kim,538 U.S. 510,29/04/2003,2003,2000,0,0,upheld,Omnibus Consolidated Appropriations Act of 1997,110 Stat. 3009,104-208,30/09/1996,79,104,1,,1,1,1,1,1,0,1,4,0,2002.04700,2003.04,,
Nevada Department of Human Resources v. Hibbs,538 U.S. 721,27/05/2003,2003,2000,0,0,upheld,Family and Medical Leave Act of 1993,107 Stat. 9,103-3,05/02/1993,123,103,5,,0,0,1,1,0,0,0,3,1,2002.05700,2003.05,,
Federal Election Commission v. Beaumont,539 U.S. 146,16/06/2003,2003,2000,0,0,upheld,Federal Election Campaign Act Amendments of 1976,90 Stat. 490,94-283,11/05/1976,325,94,2,,0,0,1,1,1,0,1,2,1,2002.07400,2003.06,,
United States v. American Library Association,539 U.S. 194,23/06/2003,2003,2000,0,0,upheld,Consolidated Appropriations Act of 2001,114 Stat. 2763,106-554,21/12/2000,30,106,2,,0,0,1,0,1,0,1,3,0,2002.07600,2003.07,,
Khanh Phoung Nguyen v. United States,539 U.S. 69,09/06/2003,2003,2000,1,1,struck down as applied,72 Stat. 848,72 Stat. 848,85-755,25/08/1958,538,85,6,1,0,0,1,1,0,0,1,4,1,2002.06700,2003.08,,
McConnell v. Federal Election Commission,540 U.S. 93,10/12/2003,2003,2000,2,1,struck down on face,Bipartisan Campaign Reform Act,116 Stat. 81,107-155,27/03/2002,21,107,2,5,1,0,1,0,1,1,1,7,0,2003.00600,2003.09,,
United States v. Flores-Montano,541 U.S. 149,30/03/2004,2004,2000,0,0,upheld,Tariff Act of 1930,46 Stat. 747,71-361,17/06/1930,885,71,1,,1,0,1,1,1,0,1,0,0,2003.04500,2004.01,,
United States v. Lara,541 U.S. 193,19/04/2004,2004,2000,0,0,upheld,105 Stat. 646,105 Stat. 646,102-137,28/10/1991,150,102,5,1,0,0,1,1,1,0,1,2,1,2003.04800,2004.02,,
Tennessee Student Assistance Corporation v. Hood,541 U.S. 440,17/05/2004,2004,2000,0,0,upheld,Bankruptcy Reform Act of 1994,108 Stat. 4106,103-394,22/10/1994,115,103,5,,0,0,0,1,0,0,0,2,1,2003.05700,2004.03,,
Tennessee v. Lane,541 U.S. 509,17/05/2004,2004,2000,0,0,upheld,Americans with Disabilities Act of 1990,104 Stat. 327,101-336,26/07/1990,166,101,5,,0,0,1,1,0,0,0,4,1,2003.05900,2004.04,,
Sabri v. United States,541 U.S. 600,17/05/2004,2004,2000,0,0,upheld,Criminal Law and Procedure Technical Amendments Act of 1986,100 Stat. 3612,99-646,10/11/1986,90,99,5,4,0,0,1,1,0,0,1,0,1,2003.06100,2004.05,,
Hamdi v. Rumsfeld,542 U.S. 507,28/06/2004,2004,2000,1,1,struck down as applied,Authorization for the Use of Military Force,115 Stat. 224,107-40,18/09/2001,33,107,1,,1,0,1,1,0,0,1,5,0,2003.08600,2004.06,,
United States v. Booker,543 U.S. 220,12/01/2005,2005,2000,2,1,struck down on face,Controlled Substances Penalties Amendment Act,98 Stat. 1987,98-473,12/10/1984,243,98,1,,1,1,1,1,0,1,1,8,1,2004.01400,2005.01,,
Clark v. Martinez,543 U.S. 371,12/01/2005,2005,2000,1,1,struck down as applied,Omnibus Consolidated Appropriations Act of 1997,110 Stat. 3009,104-208,30/09/1996,100,104,1,,1,1,1,1,1,0,1,2,0,2004.01600,2005.02,,
Cherokee Nation v. Leavitt,543 U.S. 631,01/03/2005,2005,2000,1,1,struck down as applied,Omnibus Consolidated and Emergency Supplemental Appropriations Act of 1999,112 Stat. 2681,105-277,21/10/1998,77,105,4,,0,0,1,1,1,0,1,0,0,2004.02500,2005.03,,
Shepard v. United States,544 U.S. 13,07/03/2005,2005,2000,1,1,struck down as applied,Armed Career Criminals Act,98 Stat. 2185,98-473,12/10/1984,245,98,1,,0,0,1,1,1,0,1,3,1,2004.02700,2005.04,,
Johanns v. Livestock Marketing Association,544 U.S. 550,23/05/2005,2005,2000,0,0,upheld,Food Security Act of 1985,99 Stat. 1597,99-417,23/12/1985,233,99,2,,0,0,1,1,0,0,1,3,1,2004.04700,2005.05,,
Cutter v. Wilkinson,544 U.S. 709,31/05/2005,2005,2000,0,0,upheld,Religious Land Use and Institutionalized Persons Act of 2000,114 Stat. 804,106-274,22/09/2000,56,106,2,,0,0,1,1,1,0,0,0,0,2004.05200,2005.06,,
Gonzales v. Raich,545 U.S. 1,06/06/2005,2005,2000,0,0,upheld,Comprehensive Drug Abuse Prevention and Control Act of 1970,84 Stat. 1242,91-513,27/10/1970,416,91,5,,1,0,1,1,0,0,1,3,1,2004.05400,2005.07,,
United States v. Georgia,546 U.S. 151,10/01/2006,2006,2000,0,0,upheld,Americans with Disabilities Act,104 Stat. 337,101-336,26/07/1990,185,101,5,,1,0,1,1,1,0,1,0,1,2005.01400,2006.01,,
Central Virginia Community College v. Katz,546 U.S. 356,23/01/2006,2006,2000,0,0,upheld,Bankruptcy Reform Act of 1978,92 Stat. 2549,95-598,06/11/1978,326,95,5,,1,0,0,1,0,0,0,4,1,2005.02300,2006.02,,
"Rumsfeld v. Forum for Academic and Institutional Rights, Inc.",547 U.S. 47,06/03/2006,2006,2000,0,0,upheld,Ronald W. Reagan National Defense Authorization Act for Fiscal Year 2005,118 Stat. 1912,108-375,28/10/2004,17,108,2,,0,0,1,1,1,0,1,0,0,2005.03900,2006.03,,
Watters v. Wachovia Bank,550 U.S. 1,17/04/2007,2007,2000,0,0,upheld,Financial Services Modernization Act,113 Stat. 1378,106-102,12/11/1999,90,106,5,,1,0,1,1,0,0,0,3,0,2006.02800,2007.01,,
Gonzales v. Carhart,550 U.S. 124,18/04/2007,2007,2000,0,0,upheld,Partial-Birth Abortion Ban Act,117 Stat. 1201,108-105,05/11/2003,42,108,2,,1,1,1,1,1,0,1,4,0,2006.03100,2007.02,,
"Federal Election Commission v. Wisconsin Right to Life, Inc.",551 U.S. 449,25/06/2007,2007,2000,1,1,struck down as applied,Bipartisan Campaign Reform Act,116 Stat. 81,107-155,27/03/2002,63,107,2,,1,1,1,0,0,1,1,4,0,2006.06900,2007.03,,
United States v. Williams,553 U.S. 285,19/05/2008,2008,2000,0,0,upheld,Prosecutorial Remedies and Other Tools to end the Exploitation of Children Today Act,117 Stat. 650,108-21,30/04/2003,60,108,2,,0,0,1,1,1,0,1,2,0,2007.03800,2008.01,,
Boumediene v. Bush,553 U.S. 723,12/06/2008,2008,2000,2,1,struck down on face,Military Commissions Act,120 Stat. 2600,109-366,17/10/2006,20,109,2,,1,1,1,1,1,1,1,4,0,2007.05300,2008.01,,
Davis v. Federal Election Commission,554 U.S. 724,26/06/2008,2008,2000,2,1,struck down on face,Bipartisan Campaign Reform Act,116 Stat. 81,107-155,27/03/2002,75,107,2,,1,0,1,0,1,1,1,4,0,2007.07200,2008.02,,
Citizens United v. Federal Election Commission,558 U.S. 310,21/01/2010,2010,2010,2,1,struck down on face,Bipartisan Campaign Reform Act,116 Stat. 81,107-155,27/03/2002,93,107,2,,1,1,1,0,1,1,1,5,0,2009.01200,2010.01,,
"Milavetz, Gallop & Milavetz v. United States",559 U.S. 229,08/03/2010,2010,2010,0,0,upheld,Bankruptcy Abuse Prevention and Consumer Protection Act,119 Stat. 23,109-8,20/04/2005,58,109,2,,1,0,1,1,1,0,1,0,0,2009.03100,2010.02,,
United States v. Stevens,559 U.S. 460,20/04/2010,2010,2010,2,1,struck down on face,To Amend Title 18,113 Stat. 1732,106-152,09/12/1999,125,106,2,,0,0,1,1,0,1,1,1,0,2009.04700,2010.03,,
United States v. Comstock,560 U.S. 126,17/05/2010,2010,2010,0,0,upheld,Adam Walsh Child Protection and Safety Act,120 Stat. 610,109-248,27/07/2006,46,109,5,,1,1,1,1,1,0,1,2,0,2009.05000,2010.04,,
Holder v. Humanitarian Law Project,561 U.S. 1,21/06/2010,2010,2010,0,0,upheld,Antiterrorism and Effective Death Penalty Act,110 Stat. 1214,104-132,24/04/1996,182,104,1,,0,0,1,1,1,0,1,3,0,2009.07700,2010.05,,
Skilling v. United States,561 U.S. 358,24/06/2010,2010,2010,0,0,upheld,Anti-Drug Abuse Act,102 Stat. 4508,100-690,18/11/1988,259,100,1,,1,0,1,1,1,0,1,3,1,2009.08500,2010.06,,
Free Enterprise Fund and Beckstead and Watts v. Public Company Accounting Oversight Board,561 U.S. 477,28/06/2010,2010,2010,2,1,struck down on face,Sarbanes-Oxley Act,116 Stat. 745,107-204,30/07/2002,95,107,6,,1,0,1,1,1,1,1,4,0,2009.08800,2010.07,,
Pepper v. United States,562 U.S. 476,02/03/2011,2011,2010,2,1,struck down on face,Prosecutorial Remedies and Other Tools to end the Exploitation of Children Today Act,117 Stat. 670,108-21,30/04/2003,94,108,1,,0,0,1,1,1,1,1,2,0,2010.02400,2011.01,,
Virginia Office for Protection and Advocacy v. Stewart,563 U.S. 247,19/04/2011,2011,2010,0,0,upheld,Development Disabilities Assistance and Bill of Rights Act,114 Stat. 1677,106-402,30/10/2000,128,106,5,,0,0,1,1,1,0,0,2,0,2010.03700,2011.02,,
Sossamon v. Texas,563 U.S. 277,20/04/2011,2011,2010,1,1,struck down as applied,Religious Land Use and Institutionalized Persons Act,114 Stat. 803,106-274,22/09/2000,129,106,5,,0,0,0,1,0,0,0,2,1,2010.03600,2011.03,,
Stern v. Marshall,564 U.S. 462,23/06/2011,2011,2010,1,1,struck down as applied,Bankruptcy Amendments and Federal Judgeship Act,98 Stat. 340,98-353,10/07/1984,334,98,6,5,1,0,1,1,0,1,0,4,0,2010.07900,2011.04,,
Hosanna-Tabor Evangelical Lutheran Church and School v. Equal Employment Opportunity Commission,565 U.S. 171,11/01/2012,2012,2010,1,1,struck down as applied,Americans with Disabilities Act,104 Stat. 327,101-336,26/07/1990,257,101,2,,1,0,1,1,1,1,1,0,1,2011.01100,2012.01,,
Coleman v. Court of Appeals of Maryland,566 U.S. 30,20/03/2012,2012,2010,1,1,struck down as applied,Family and Medical Leave Act,107 Stat. 6,103-3,05/02/1993,229,103,5,,1,0,0,1,0,1,0,4,1,2011.03200,2012.02,,
National Federation of Independent Business v. Sebelius,567 U.S. 519,28/06/2012,2012,2010,1,1,struck down as applied,Patient Protection and Affordable Care Act,124 Stat. 119,111-148,23/03/2010,26,111,5,,1,1,1,1,1,1,1,4,1,2011.07700,2012.03,,
United States v. Alvarez,567 U.S. 709,28/06/2012,2012,2010,2,1,struck down on face,Stolen Valor Act,120 Stat. 3266,109-437,20/12/2006,67,109,2,,0,0,1,1,0,1,1,3,0,2011.07600,2012.04,,
Peugh v. United States,569 U.S. 530,10/06/2013,2013,2010,2,1,struck down on face,Prosecutorial Remedies and Other Tools to end the Exploitation of Children Today Act,117 Stat. 650,108-21,30/04/2003,121,108,1,,0,0,1,1,1,0,1,4,0,2012.05400,2013.01,,
Agency for International Development v. Alliance for Open Society International,570 U.S. 205,20/06/2013,2013,2010,2,1,struck down on face,United States Leadership Agaist HIV/AIDS,117 Stat. 711,108-25,27/05/2003,121,108,2,,1,0,1,1,0,1,1,2,0,2012.06500,2013.02,,
United States v. Kebodeaux,570 U.S. 387,24/06/2013,2013,2010,0,0,upheld,Sex Offender Registration and Notification Act,120 Stat. 590,109-248,27/07/2006,82,109,5,,1,1,1,1,1,0,1,2,0,2012.07100,2013.03,,
Shelby County v. Holder,570 U.S. 529,25/06/2013,2013,2010,1,1,struck down as applied,Voting Rights Act Reauthorization and Amendments Act,120 Stat. 577,109-246,27/07/2006,82,109,5,,1,1,1,1,1,1,1,4,0,2012.07300,2013.04,,
United States v. Windsor,570 U.S. 744,26/06/2013,2013,2010,2,1,struck down on face,Defense of Marriage Act,110 Stat. 2419,104-199,21/09/1996,201,104,3,,0,0,1,1,0,1,1,4,0,2012.07900,2013.05,,
McCutcheon v. Federal Election Commission,572 U.S. 185,02/04/2014,2014,2010,2,1,struck down on face,Bipartisan Campaign Reform Act,116 Stat. 81,107-155,27/03/2002,144,107,2,,1,1,1,0,1,1,1,4,0,2013.03300,2014.01,,
"Wellness International Network, Limited v. Sharif",135 S.Ct. 1932,26/05/2015,2015,2010,0,0,upheld,Bankruptcy Amendments and Federal Judgeship Act,98 Stat. 340,98-353,10/07/1984,357,98,6,,1,0,1,1,1,0,1,3,1,2014.03800,2015.01,,
Zivotofsky v. Kerry,135 S.Ct. 2076,08/06/2015,2015,2010,2,1,struck down on face,United States Policy with Respect to Jerusalem as the Capital of Israel,116 Stat. 1350,107-228,30/09/2002,141,107,6,,0,0,1,1,0,1,1,4,0,2014.01100,2015.02,,
Kerry v. Din,135 S.Ct. 44,15/06/2015,2015,2010,0,0,upheld,Immigration Act of 1990,104 Stat. 4978,101-649,29/11/1990,283,101,1,,1,0,1,1,1,0,1,0,1,2014.04700,2015.03,,
Johnson v. United States,135 S.Ct. 939,26/06/2015,2015,2010,2,1,struck down on face,Armed Career Criminals Act,98 Stat. 2185,98-473,12/10/1984,365,98,1,,0,0,1,1,1,1,1,0,1,2014.01600,2015.04,,
Luis v. United States,136 S.Ct. 1083,30/03/2016,2016,2010,2,1,struck down on face,Gun Control Act,104 Stat. 4844,101-647,29/11/1990,304,101,1,,0,0,1,1,1,1,1,3,1,2015.01900,2016.01,,
Welch v. United States,136 S.Ct. 1257,18/04/2016,2016,2010,2,1,struck down on face,Armed Career Criminals Act,98 Stat. 2185,98-473,12/10/1984,375,98,1,,0,0,1,1,1,0,1,1,1,2015.05500,2016.02,,
Bank Markazi v. Peterson,136 S.Ct. 1310,20/04/2016,2016,2010,0,0,upheld,Iran Threat Reduction and Syria Human Rights Act,126 Stat. 1214,112-158,10/08/2012,45,112,6,,0,0,1,1,0,0,0,2,0,2015.03300,2016.03,,
United States v. Bryant,136 S.Ct. 1954,13/06/2016,2016,2010,0,0,upheld,Violence Against Women Act Reauthorization,119 Stat. 3077,109-162,05/01/2006,126,109,1,,0,0,1,1,1,0,1,0,0,2015.06600,2016.04,,
Sessions v. Morales-Santana,137 S.Ct. 1678,12/06/2017,2017,2010,2,1,struck down on face,Immigration and Nationality Act,66 Stat. 163,82-414,27/06/1952,780,82,3,,1,0,1,1,1,1,1,0,1,2016.01500,2017.01,,
Matal v. Tam,137 S.Ct. 1744,19/06/2017,2017,2010,2,1,struck down on face,Lanham Act,60 Stat. 427,79-489,05/07/1946,852,79,2,,1,0,1,1,0,1,1,0,1,2016.04000,2017.02,,
Beckles v. United States,137 S.Ct. 886,06/03/2017,2017,2010,0,0,upheld,Sentencing Reform Act,98 Stat. 1987,98-473,12/10/1984,389,98,1,,1,0,1,1,0,0,1,0,1,2016.02600,2017.03,,
Sessions v. Dimaya,138 S.Ct. 1204,17/04/2018,2018,2010,2,1,struck down on face,Comprehensive Crime Control Act of 1984,98 Stat. 2136,98-473,12/10/1984,511,98,1,,1,0,1,1,0,1,1,4,1,2017.00100,2018.01,,
"Oil States Energy Services, LLC v. Greene's Energy Group, LLC",138 S.Ct. 1365,24/04/2018,2018,2010,0,0,upheld,Leahy-Smith America Invents Act,125 Stat. 284,112-29,16/09/2011,79,112,6,,1,0,1,1,0,0,0,2,0,2017.02400,2018.02,,
Murphy v. National Collegiate Athletic Association,138 S.Ct. 1461,14/05/2018,2018,2010,2,1,struck down on face,Professional and Amateur Sports Protection Act,106 Stat. 4227,102-559,28/10/1992,415,102,5,,0,0,1,1,1,1,0,3,1,2017.02200,2018.03,,
Carpenter v. United States,138 S.Ct. 2206,22/06/2018,2018,2010,1,1,struck down as applied,USA PATRIOT Act,115 Stat. 272,107-56,26/10/2001,212,107,1,,1,0,1,1,1,0,1,4,0,2017.02100,2018.04,,
Artis v. District of Columbia,138 S.Ct. 594,22/01/2018,2018,2010,0,0,upheld,Judicial Improvements Act of 1990,104 Stat. 5113,101-650,01/12/1990,326,101,5,,1,0,0,1,1,0,1,4,1,2017.01400,2018.05,,
Patchak v. Zinke,138 S.Ct. 897,27/02/2018,2018,2010,0,0,upheld,Gun Lake Act,128 Stat. 1913,113-179,26/09/2014,41,113,6,,N/A,N/A,1,1,0,0,1,3,0,2017.01700,2018.06,,
Gundy v. United States,139 S.Ct. 2116,20/06/2019,2019,2010,0,0,upheld,Sex Offender Registration and Notification Act,120 Stat. 590,109-248,27/07/2006,227,109,6,,1,1,1,1,0,0,1,3,1,2018.00300,2019.01,,
Iancu v. Brunetti,139 S.Ct. 2294,15/04/2019,2019,2010,1,2,struck down on face,Lanham Act,60 Stat. 427,79-489,05/07/1946,874,79,2,,1,0,1,1,0,1,1,0,0,2018.06400,2019.02,,
United States v. Davis,139 S.Ct. 2319,24/06/2019,2019,2010,1,1,struck down as applied,Comphrensive Crime Control Act of 1984,98 Stat. 1976,98-473,12/10/1984,416,98,1,,1,0,1,1,0,1,1,4,0,2018.07200,2019.03,,
United States v. Haymond,139 S.Ct. 2369,26/02/2019,2019,2010,1,1,struck down as applied,Sex Offender Registration and Notification Act,120 Stat. 590,109-248,27/07/2006,151,109,1,,1,1,1,1,1,0,1,4,1,2018.04500,2019.04,,
"Financial Oversight and Management Board for Puerto Rico v. Aurelius Investors, LLC",140 S.Ct. 1649,01/06/2020,2020,2020,0,0,upheld,"Puerto Rico Oversight, Management, and Economic Stability Act",130 Stat. 549,114-187,30/06/2016,47,114,6,,N/A,N/A,1,1,1,0,1,0,1,2019.00600,2020.01,,
Department of Homeland Security v. Thuraissigiam,140 S.Ct. 1959,25/06/2020,2020,2020,0,0,upheld,Illegal Immigration Reform and Immigrant Responsibility Act,110 Stat. 3009,104-208,30/09/1996,285,104,1,,1,1,1,1,1,0,1,2,1,2019.07000,2020.02,,
Agency for International Development v. Alliance for Open Society International,140 S.Ct. 2082,29/06/2020,2020,2020,0,0,upheld,United States Leadership Agaist HIV/AIDS,117 Stat. 711,108-25,27/05/2003,203,108,2,,1,0,1,1,0,0,1,2,1,2019.05200,2020.03,,
Seila Law LLC v. Consumer Financial Protection Bureau,140 S.Ct. 2183,03/03/2020,2020,2020,1,2,struck down on face,Dodd-Frank Wall Street Reform and Consumer Protection Act,124 Stat. 1376,111-203,21/07/2010,116,111,6,,1,0,1,1,1,1,1,4,0,2019.07100,2020.04,,
Barr v. American Association of Political Consultants,140 S.Ct. 2335,06/07/2020,2020,2020,1,2,struck down on face,Bipartisan Budget Act of 2015,129 Stat. 588,111-74,02/11/2015,57,111,2,,0,0,1,1,0,1,1,3,0,2019.06300,2020.05,,
Allen v. Cooper,140 S.Ct. 994,23/03/2020,2020,2020,1,2,struck down on face,Copyright Remedy Clarification Act,104 Stat. 2749,101-553,15/11/1990,352,101,5,,0,0,0,1,0,1,0,0,0,2019.01200,2020.06,,
Collins v. Yellen,141 S.Ct. 1761,23/06/2021,2021,2020,1,2,struck down on face,Housing and Economic Recovery Act,122 Stat. 2654,110-289,30/07/2008,145,110,6,,1,0,1,1,1,N/A,1,2,0,2020.02900,2021.01,,
"United States v. Arthrex, Inc.",141 S.Ct. 1970,21/06/2021,2021,2020,1,2,struck down on face,Leahy-Smith America Invents Act,125 Stat. 284,112-29,16/09/2011,123,112,6,,1,0,1,1,1,N/A,1,4,1,2020.04400,2021.02,,
"PennEast Pipeline Co., LLC v. New Jersey",141 S.Ct. 2244,29/06/2021,2021,2020,0,0,upheld,Natural Gas Act Amendment Act,61 Stat. 459,80-245,21/06/1938,996,80,5,4,0,0,1,1,1,N/A,0,4,1,2020.06800,2021.03,,
United States v. Vaello-Madero,142 S.Ct. 1539,21/04/2022,2022,2020,0,0,upheld,Social Security Amendments of 1972,86 Stat. 1465,92-603,30/10/1972,246,92,3,,1,0,1,1,1,N/A,1,1,0,N/A,2022.01,,
Federal Elections Commission v. Cruz,142 S.Ct. 1638,16/05/2022,2022,2020,1,2,struck down on face,Bipartisan Campaign Reform Act,116 Stat. 81,107-155,27/03/2002,243,107,2,,1,0,1,0,0,N/A,1,3,1,N/A,2022.02,,
